"root_id","customer_text","suggested_intent","suggestion_confidence","_source","true_intent","confidence","rationale","_labeler","_labeled_at","_method","initial_suggestion","suggestion_source","human_confirmed","human_changed","human_changed_to"
"2824212","@GWRHelp Pity to only have 2 carriages on 0810 SVB-BRI this morning: temptation to wait for following service was massive. Next batch of 165s &amp; 166s hopefully in service for the new year: I did hear some might gave power points?","other","0.073","natural","on_board_issue","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","on_board_issue"
"2825950","@GWRHelp 10am from Bri to Pad. No coach E so now forced to stand for over an hour. Train is overfilled. How is this acceptable?!","seat_reservation","0.307","targeted:seat_reservation","seat_reservation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"2828411","This delayed trains business is not very fun #ColdConcreteOffice @GWRHelp https://t.co/rROhTjHvIK","service_disruption","0.154","natural","service_disruption","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","service_disruption","tfidf-med","y","",""
"2834727","@GWRHelp can you confirm who cheques are payable to for season tickets? Thanks","other","0.091","natural","other","high","rule: praise","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","other","rule","y","y","other"
"2845245","@GWRHelp you’ve taken away two peak time fast trains for your Maidenhead customers this evening. What are you replacing them with for those people who have to be home on time?","timetable_info","0.108","natural","other","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","timetable_info","tfidf-ambig","y","y","other"
"2847184","The joy of Monday. Cancelled trains, probably another missed connection (MAI to  BNE) as the train I'm on seems to be in the slow lane. @GWRHelp am now adding up the cost of taxis &amp; return fares that never return.","delay_compensation","0.14","natural","delay_compensation","high","rule: live cancellation/disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","delay_compensation","rule","y","y","delay_compensation"
"2847191","@GWRHelp 18:00 IEP delayed out of Paddington due to technical fault? Any idea when or if it is going? The coach I am in still thinks it is going TO Paddington!","seat_reservation","0.17","targeted:seat_reservation","delay_compensation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","y","delay_compensation"
"2849263","@GWRHelp are you totally incompetent? Paddington tonight was a joke. No one knew what was happening, trains starting in Reading instead of Paddington. Info level a joke, staff attitude a joke. £8k a year for this????","service_disruption","0.178","natural","service_disruption","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","service_disruption","tfidf-med","y","",""
"2878357","@GWRHelp disappointed to be standing on the (delayed as usual) 0644 from Reading to Padd. When will the new trains be brought in for this train....it is getting very popular now! Now rammed even in the vestibule from Slough.","timetable_info","0.126","natural","on_board_issue","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","timetable_info","tfidf-ambig","y","y","on_board_issue"
"2897312","@GWRHelp I’ve got a season ticket which I no longer need, am I able to get the weeks I’m not using refunded? If so, how do I go about this?","delay_compensation","0.108","natural","refund_request","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","delay_compensation","tfidf-ambig","y","y","refund_request"
"2897317","@GWRHelp Will the 17:37 Oxford Ealing train be on time tonight or will it get held back 3 times again?
The suspense is too much...","lost_property","0.171","natural","delay_compensation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","lost_property","tfidf-med","y","y","delay_compensation"
"2897321","@GWRHelp 16.29 from Swansea to Paddington. There's a horrible noise in coach D, like the brakes are sticking, is the carriage ok?","seat_reservation","0.247","targeted:seat_reservation","on_board_issue","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","y","on_board_issue"
"2898684","I feel like I’m always moaning but today my train home is on time AND I was lucky to get a seat. Good times!!!! 👏👏👏 @GWRHelp","on_board_issue","0.104","natural","praise_or_chatter","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","on_board_issue","tfidf-ambig","y","y","praise_or_chatter"
"2932682","@GWRHelp how do I get a refund on my reserved seat in carriage C on the 7.55 Chips to Paddo? No carriage C and now standing in cattle style.","refund_request","0.345","targeted:seat_reservation","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","refund_request","rule","y","",""
"2948829","@GWRHelp no power at Chippenham station = no tickets today or tomorrow can you let the train managers know Bristol to padd line","booking_issue","0.113","natural","other","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","booking_issue","tfidf-med","y","y","other"
"2951292","@GWRHelp don't tell me ""more breakdowns than usual"" ah well I get a chance to stand in the cold for 1/2 hour as I couldn't get on. https://t.co/80b52Tf0ck","other","0.042","natural","on_board_issue","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","on_board_issue"
"2952907","Prompt response - which is good 👍: Still no real explanation - which is not good 👎@GWRHelp https://t.co/SYhawbW9Rx","other","0.072","natural","other","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","",""
"2961832","@GWRHelp have collected tickets for tomorrow from newton abbot to reading and it has only printed one ticket and 2 seat reservations plus receipt. Open ticket for 7.32 missing. Help!","seat_reservation","0.173","natural","seat_reservation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","seat_reservation","tfidf-med","y","",""
"2977955","Could @GWRHelp tell me which trains later today are 'peak' from PAD to BTH? Got an off-peak ticket and don't want to get on wrong one.","other","0.096","natural","timetable_info","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","timetable_info"
